Content ID,Category,Content_Type,Type,Sentiment,Score
230c4e4d-70c3-461d-b42c-ec09396efb3f,healthy eating,photo,interested,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,healthy eating,photo,love,positive,65
230c4e4d-70c3-461d-b42c-ec09396efb3f,healthy eating,photo,heart,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,healthy eating,photo,disgust,negative,0
230c4e4d-70c3-461d-b42c-ec09396efb3f,healthy eating,photo,adore,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,healthy eating,photo,adore,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,healthy eating,photo,adore,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,healthy eating,photo,interested,positive,30
356fff80-da4d-4785-9f43-bc1261031dc6,technology,photo,worried,negative,12
356fff80-da4d-4785-9f43-bc1261031dc6,technology,photo,want,positive,70
356fff80-da4d-4785-9f43-bc1261031dc6,technology,photo,heart,positive,60
356fff80-da4d-4785-9f43-bc1261031dc6,technology,photo,scared,negative,15
356fff80-da4d-4785-9f43-bc1261031dc6,technology,photo,heart,positive,60
356fff80-da4d-4785-9f43-bc1261031dc6,technology,photo,hate,negative,5
356fff80-da4d-4785-9f43-bc1261031dc6,technology,photo,indifferent,neutral,20
01ab84dd-6364-4236-abbb-3f237db77180,food,video,scared,negative,15
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,interested,positive,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,hate,negative,5
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,want,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,peeking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,dislike,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,love,positive,65
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,cherish,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,interested,positive,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,adore,positive,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,like,positive,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,cherish,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,indifferent,neutral,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,adore,positive,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,worried,negative,12
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,peeking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,dislike,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,dislike,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,intrigued,positive,45
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,peeking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,GIF,adore,positive,72
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,cherish,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,intrigued,positive,45
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,worried,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,disgust,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,hate,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,like,positive,50
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,peeking,neutral,35
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,disgust,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,want,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,hate,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,intrigued,positive,45
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,dislike,negative,10
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,worried,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,cherish,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,want,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,super love,positive,75
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,dislike,negative,10
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,scared,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,indifferent,neutral,20
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,scared,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,scared,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,worried,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,scared,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,want,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,disgust,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,hate,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,like,positive,50
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,love,positive,65
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,video,adore,positive,72
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,technology,video,want,positive,70
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,technology,video,super love,positive,75
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,technology,video,heart,positive,60
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,technology,video,worried,negative,12
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,photo,adore,positive,72
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,photo,indifferent,neutral,20
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,photo,worried,negative,12
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,photo,intrigued,positive,45
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,photo,want,positive,70
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,photo,hate,negative,5
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,photo,love,positive,65
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,photo,adore,positive,72
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,photo,cherish,positive,70
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,photo,like,positive,50
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,photo,love,positive,65
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,want,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,indifferent,neutral,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,dislike,negative,10
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,want,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,like,positive,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,indifferent,neutral,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,heart,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,scared,negative,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,adore,positive,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,like,positive,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,intrigued,positive,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,cherish,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,peeking,neutral,35
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,worried,negative,12
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,intrigued,positive,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,super love,positive,75
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,cherish,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,heart,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,scared,negative,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,scared,negative,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,hate,negative,5
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,disgust,negative,0
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,disgust,negative,0
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,adore,positive,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,dislike,negative,10
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,like,positive,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,heart,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,intrigued,positive,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,adore,positive,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,worried,negative,12
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,like,positive,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,indifferent,neutral,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,scared,negative,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,adore,positive,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,hate,negative,5
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,scared,negative,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,want,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,public speaking,photo,scared,negative,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,super love,positive,75
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,heart,positive,60
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,intrigued,positive,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,super love,positive,75
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,worried,negative,12
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,cherish,positive,70
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,indifferent,neutral,20
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,adore,positive,72
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,intrigued,positive,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,scared,negative,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,heart,positive,60
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,want,positive,70
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,like,positive,50
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,hate,negative,5
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,love,positive,65
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,disgust,negative,0
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,adore,positive,72
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,scared,negative,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,intrigued,positive,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,GIF,love,positive,65
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,cherish,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,worried,negative,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,indifferent,neutral,20
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,super love,positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,worried,negative,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,indifferent,neutral,20
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,super love,positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,worried,negative,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,intrigued,positive,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,peeking,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,scared,negative,15
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,scared,negative,15
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,hate,negative,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,heart,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,super love,positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,worried,negative,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,super love,positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,hate,negative,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,heart,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,want,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,intrigued,positive,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,peeking,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,interested,positive,30
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,heart,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,peeking,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,intrigued,positive,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,peeking,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,cherish,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,super love,positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,cherish,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,dislike,negative,10
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,heart,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,hate,negative,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,hate,negative,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,peeking,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,disgust,negative,0
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,cherish,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,dislike,negative,10
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,disgust,negative,0
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,want,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,peeking,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,hate,negative,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,GIF,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,love,positive,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,worried,negative,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,worried,negative,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,super love,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,peeking,neutral,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,indifferent,neutral,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,worried,negative,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,indifferent,neutral,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,super love,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,scared,negative,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,scared,negative,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,adore,positive,72
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,dislike,negative,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,love,positive,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,heart,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,peeking,neutral,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,intrigued,positive,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,intrigued,positive,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,like,positive,50
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,super love,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,dislike,negative,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,heart,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,heart,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,intrigued,positive,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,adore,positive,72
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,indifferent,neutral,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,super love,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,peeking,neutral,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,super love,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,heart,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,scared,negative,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,scared,negative,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,super love,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,like,positive,50
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,super love,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,intrigued,positive,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,scared,negative,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,peeking,neutral,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,video,like,positive,50
e6ee2244-9382-49a9-8cbf-fa54aaaa2392,travel,audio,intrigued,positive,45
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,GIF,interested,positive,30
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,GIF,like,positive,50
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,GIF,disgust,negative,0
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,GIF,interested,positive,30
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,GIF,worried,negative,12
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,GIF,worried,negative,12
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,GIF,indifferent,neutral,20
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,GIF,cherish,positive,70
f332d362-dc48-46c2-a64b-641157c0987e,soccer,GIF,adore,positive,72
f332d362-dc48-46c2-a64b-641157c0987e,soccer,GIF,interested,positive,30
f332d362-dc48-46c2-a64b-641157c0987e,soccer,GIF,want,positive,70
f332d362-dc48-46c2-a64b-641157c0987e,soccer,GIF,indifferent,neutral,20
f332d362-dc48-46c2-a64b-641157c0987e,soccer,GIF,indifferent,neutral,20
f332d362-dc48-46c2-a64b-641157c0987e,soccer,GIF,disgust,negative,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,video,hate,negative,5
